cell_id,x,y,z,o_glyph,o_semantic_core,o_phase,o_triad_polarity,o_harmonic_class,o_layer,o_gloss,d_glyph,d_semantic_core,d_phase,d_triad_polarity,d_harmonic_class,d_layer,d_gloss,cross_entangled,o_tension_potential,d_tension_potential
634,10,4,4,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∞,,,,,,infinity,False,252,0
635,11,4,4,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,✸,,,,,,star / radiant force,False,245,0
636,0,5,4,∃,,,,,,there exists,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
637,1,5,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,70,69
638,2,5,4,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∃,,,,,,there exists,False,244,0
639,3,5,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,178,149
640,4,5,4,⋈,memory,collapse,Union,8.0,0.0,join / bind,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,True,155,250
641,5,5,4,∃,,,,,,there exists,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
642,6,5,4,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,155,266
643,7,5,4,Σ,null,collapse,Yang,7.0,0.0,summation,Σ,null,collapse,Yang,7.0,0.0,summation,False,89,87
644,8,5,4,∅,origin,emergent,Yin,11.0,0.0,null set / void,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
645,9,5,4,∞,,,,,,infinity,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
646,10,5,4,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
647,11,5,4,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,245,87
648,0,6,4,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,175,265
649,1,6,4,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
650,2,6,4,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,True,255,87
651,3,6,4,℧,,,,,,mho / inverse resistance / conductivity,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
652,4,6,4,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,80,177
653,5,6,4,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🔁,,,,,,repeat / loop,False,175,0
654,6,6,4,🔁,,,,,,repeat / loop,✸,,,,,,star / radiant force,False,0,0
655,7,6,4,∃,,,,,,there exists,✸,,,,,,star / radiant force,False,0,0
656,8,6,4,∞,,,,,,infinity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
657,9,6,4,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∃,,,,,,there exists,False,244,0
658,10,6,4,Π,null,collapse,Yang,10.0,0.0,product / portal,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,182,241
659,11,6,4,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
660,0,7,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,178,241
661,1,7,4,∅,origin,emergent,Yin,11.0,0.0,null set / void,Σ,null,collapse,Yang,7.0,0.0,summation,False,80,87
662,2,7,4,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,256,266
663,3,7,4,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
664,4,7,4,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,244,265
665,5,7,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,70,265
666,6,7,4,⋈,memory,collapse,Union,8.0,0.0,join / bind,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,155,172
667,7,7,4,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
668,8,7,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,178,266
669,9,7,4,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
670,10,7,4,Σ,null,collapse,Yang,7.0,0.0,summation,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,89,250
671,11,7,4,✸,,,,,,star / radiant force,∞,,,,,,infinity,False,0,0
672,0,8,4,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,252,265
673,1,8,4,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,80,265
674,2,8,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∃,,,,,,there exists,False,178,0
675,3,8,4,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
676,4,8,4,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,244,172
677,5,8,4,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,244,149
678,6,8,4,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,℧,,,,,,mho / inverse resistance / conductivity,False,166,0
679,7,8,4,Π,null,collapse,Yang,10.0,0.0,product / portal,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,182,177
680,8,8,4,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,245,265
681,9,8,4,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
682,10,8,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,70,87
683,11,8,4,Σ,null,collapse,Yang,7.0,0.0,summation,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,89,173
684,0,9,4,🔁,,,,,,repeat / loop,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
685,1,9,4,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,255,265
686,2,9,4,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
687,3,9,4,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
688,4,9,4,∃,,,,,,there exists,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
689,5,9,4,∅,origin,emergent,Yin,11.0,0.0,null set / void,🔁,,,,,,repeat / loop,False,80,0
690,6,9,4,℧,,,,,,mho / inverse resistance / conductivity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
691,7,9,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,178,172
692,8,9,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∃,,,,,,there exists,False,70,0
693,9,9,4,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,166,87
694,10,9,4,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
695,11,9,4,⋈,memory,collapse,Union,8.0,0.0,join / bind,🔁,,,,,,repeat / loop,False,155,0
696,0,10,4,℧,,,,,,mho / inverse resistance / conductivity,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
697,1,10,4,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Π,null,collapse,Yang,10.0,0.0,product / portal,False,166,173
698,2,10,4,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
699,3,10,4,∞,,,,,,infinity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
700,4,10,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Π,null,collapse,Yang,10.0,0.0,product / portal,True,178,173
701,5,10,4,∃,,,,,,there exists,🔁,,,,,,repeat / loop,False,0,0
702,6,10,4,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
703,7,10,4,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Π,null,collapse,Yang,10.0,0.0,product / portal,True,178,173
704,8,10,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,70,241
705,9,10,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,70,265
706,10,10,4,∅,origin,emergent,Yin,11.0,0.0,null set / void,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
707,11,10,4,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,True,70,250
708,0,11,4,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
709,1,11,4,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
710,2,11,4,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,245,264
711,3,11,4,Σ,null,collapse,Yang,7.0,0.0,summation,Π,null,collapse,Yang,10.0,0.0,product / portal,True,89,173
712,4,11,4,🔁,,,,,,repeat / loop,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
713,5,11,4,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
714,6,11,4,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,245,264
715,7,11,4,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Σ,null,collapse,Yang,7.0,0.0,summation,False,80,87
716,8,11,4,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
717,9,11,4,Ω,origin,collapse,Yang,10.0,0.0,omega / end,✸,,,,,,star / radiant force,False,256,0
718,10,11,4,Σ,null,collapse,Yang,7.0,0.0,summation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,89,87
719,11,11,4,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,True,155,173
720,0,0,5,✸,,,,,,star / radiant force,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
721,1,0,5,∞,,,,,,infinity,∞,,,,,,infinity,False,0,0
722,2,0,5,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,244,172
723,3,0,5,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
724,4,0,5,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,255,149
725,5,0,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,256,87
726,6,0,5,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,252,177
727,7,0,5,℧,,,,,,mho / inverse resistance / conductivity,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
728,8,0,5,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,℧,,,,,,mho / inverse resistance / conductivity,False,80,0
729,9,0,5,Π,null,collapse,Yang,10.0,0.0,product / portal,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,182,266
730,10,0,5,∞,,,,,,infinity,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
731,11,0,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,166,173
732,0,1,5,🔁,,,,,,repeat / loop,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
733,1,1,5,Σ,null,collapse,Yang,7.0,0.0,summation,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,89,264
734,2,1,5,Π,null,collapse,Yang,10.0,0.0,product / portal,Π,null,collapse,Yang,10.0,0.0,product / portal,False,182,173
735,3,1,5,Σ,null,collapse,Yang,7.0,0.0,summation,Π,null,collapse,Yang,10.0,0.0,product / portal,True,89,173
736,4,1,5,✸,,,,,,star / radiant force,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
737,5,1,5,⋈,memory,collapse,Union,8.0,0.0,join / bind,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,155,87
738,6,1,5,℧,,,,,,mho / inverse resistance / conductivity,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
739,7,1,5,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
740,8,1,5,Σ,null,collapse,Yang,7.0,0.0,summation,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,89,177
741,9,1,5,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
742,10,1,5,Π,null,collapse,Yang,10.0,0.0,product / portal,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,182,172
743,11,1,5,✸,,,,,,star / radiant force,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
744,0,2,5,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,∞,,,,,,infinity,False,245,0
745,1,2,5,∞,,,,,,infinity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
746,2,2,5,⋈,memory,collapse,Union,8.0,0.0,join / bind,🔁,,,,,,repeat / loop,False,155,0
747,3,2,5,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
748,4,2,5,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,70,264
749,5,2,5,⋈,memory,collapse,Union,8.0,0.0,join / bind,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,155,87
750,6,2,5,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
751,7,2,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∃,,,,,,there exists,False,256,0
752,8,2,5,✸,,,,,,star / radiant force,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
753,9,2,5,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
754,10,2,5,Σ,null,collapse,Yang,7.0,0.0,summation,∃,,,,,,there exists,False,89,0
755,11,2,5,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∞,,,,,,infinity,False,80,0
756,0,3,5,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,70,0
757,1,3,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∃,,,,,,there exists,False,175,0
758,2,3,5,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,70,87
759,3,3,5,⋈,memory,collapse,Union,8.0,0.0,join / bind,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,155,241
760,4,3,5,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,80,87
761,5,3,5,∅,origin,emergent,Yin,11.0,0.0,null set / void,✸,,,,,,star / radiant force,False,80,0
762,6,3,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,166,172
763,7,3,5,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,252,69
764,8,3,5,℧,,,,,,mho / inverse resistance / conductivity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
765,9,3,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,166,266
766,10,3,5,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,155,266
767,11,3,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,175,87
768,0,4,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∃,,,,,,there exists,False,175,0
769,1,4,5,∅,origin,emergent,Yin,11.0,0.0,null set / void,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
770,2,4,5,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
771,3,4,5,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
772,4,4,5,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,178,250
773,5,4,5,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∞,,,,,,infinity,False,244,0
774,6,4,5,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
775,7,4,5,🔁,,,,,,repeat / loop,✸,,,,,,star / radiant force,False,0,0
776,8,4,5,✸,,,,,,star / radiant force,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
777,9,4,5,℧,,,,,,mho / inverse resistance / conductivity,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
778,10,4,5,℧,,,,,,mho / inverse resistance / conductivity,∞,,,,,,infinity,False,0,0
779,11,4,5,Π,null,collapse,Yang,10.0,0.0,product / portal,℧,,,,,,mho / inverse resistance / conductivity,False,182,0
780,0,5,5,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∃,,,,,,there exists,False,244,0
781,1,5,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,175,172
782,2,5,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,166,87
783,3,5,5,∅,origin,emergent,Yin,11.0,0.0,null set / void,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,80,177
784,4,5,5,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,245,265
785,5,5,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
786,6,5,5,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
787,7,5,5,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,244,177
788,8,5,5,Σ,null,collapse,Yang,7.0,0.0,summation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,89,172
789,9,5,5,Π,null,collapse,Yang,10.0,0.0,product / portal,🔁,,,,,,repeat / loop,False,182,0
790,10,5,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,175,177
791,11,5,5,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,175,172
792,0,6,5,∃,,,,,,there exists,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
793,1,6,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,∞,,,,,,infinity,False,166,0
794,2,6,5,🔁,,,,,,repeat / loop,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
795,3,6,5,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
796,4,6,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,256,266
797,5,6,5,℧,,,,,,mho / inverse resistance / conductivity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
798,6,6,5,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,252,0
799,7,6,5,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∞,,,,,,infinity,False,178,0
800,8,6,5,℧,,,,,,mho / inverse resistance / conductivity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
801,9,6,5,℧,,,,,,mho / inverse resistance / conductivity,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
802,10,6,5,🔁,,,,,,repeat / loop,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
803,11,6,5,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,252,69
804,0,7,5,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∃,,,,,,there exists,False,255,0
805,1,7,5,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,℧,,,,,,mho / inverse resistance / conductivity,False,80,0
806,2,7,5,🔁,,,,,,repeat / loop,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
807,3,7,5,∃,,,,,,there exists,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
808,4,7,5,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
809,5,7,5,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
810,6,7,5,∅,origin,emergent,Yin,11.0,0.0,null set / void,℧,,,,,,mho / inverse resistance / conductivity,False,80,0
811,7,7,5,Σ,null,collapse,Yang,7.0,0.0,summation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,89,87
812,8,7,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,256,87
813,9,7,5,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,245,173
814,10,7,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,256,149
815,11,7,5,🔁,,,,,,repeat / loop,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
816,0,8,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,∞,,,,,,infinity,False,166,0
817,1,8,5,Σ,null,collapse,Yang,7.0,0.0,summation,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,89,177
818,2,8,5,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
819,3,8,5,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
820,4,8,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,166,265
821,5,8,5,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
822,6,8,5,✸,,,,,,star / radiant force,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
823,7,8,5,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Σ,null,collapse,Yang,7.0,0.0,summation,False,256,87
824,8,8,5,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
825,9,8,5,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
